seed,scenario,origin,sku,unit,forecast_quantity,realized_regular_quantity,expected_regular_quantity,project_quantity,daily_absolute_error,daily_absolute_error_expectation,input_sha256,error
909,seasonal_growth,2026-04-01,SKU-001,шт,372.5,267,290.70368578500734,0,110.28571428571429,81.79631421499269,04185dedc410859765543bbfd8a31ae386140c2da08ae5faef06e1740e59aa6a,
909,seasonal_growth,2026-04-01,SKU-002,шт,1080.5,1151,1149.0340395744647,0,151.10714285714283,94.7949743613666,04185dedc410859765543bbfd8a31ae386140c2da08ae5faef06e1740e59aa6a,
909,seasonal_growth,2026-04-01,SKU-003,шт,2290.5,2558,2581.3887876688127,0,322.75,303.52396339810434,04185dedc410859765543bbfd8a31ae386140c2da08ae5faef06e1740e59aa6a,
909,seasonal_growth,2026-04-01,SKU-004,шт,2861.0,2604,2641.1828260531265,0,331.5714285714286,229.67984007954936,04185dedc410859765543bbfd8a31ae386140c2da08ae5faef06e1740e59aa6a,
909,intermittent,2025-07-01,SKU-001,шт,4.0,8,35.84,0,11.142857142857142,31.840000000000003,0aef90335deb37ce1201a087d416162b44158045a7765a44d65e5501383b331e,
909,intermittent,2025-07-01,SKU-002,шт,6.0,88,80.64,0,91.85714285714286,74.63999999999999,0aef90335deb37ce1201a087d416162b44158045a7765a44d65e5501383b331e,
909,intermittent,2025-07-01,SKU-003,шт,307.0,42,179.20000000000002,0,327.07142857142856,127.79999999999997,0aef90335deb37ce1201a087d416162b44158045a7765a44d65e5501383b331e,
909,intermittent,2025-07-01,SKU-004,шт,466.5,540,403.2,0,873.2142857142857,63.29999999999996,0aef90335deb37ce1201a087d416162b44158045a7765a44d65e5501383b331e,
909,intermittent,2026-04-01,SKU-001,шт,42.5,0,35.84,0,42.5,6.6599999999999975,454a662eecd8765ecb78addd979a5ec5b019d315bd4e84f14a6e81135019f3e3,
909,intermittent,2026-04-01,SKU-002,шт,59.0,20,80.64,0,74.78571428571429,21.639999999999993,454a662eecd8765ecb78addd979a5ec5b019d315bd4e84f14a6e81135019f3e3,
909,intermittent,2026-04-01,SKU-003,шт,32.0,100,179.20000000000002,0,127.42857142857142,147.20000000000002,454a662eecd8765ecb78addd979a5ec5b019d315bd4e84f14a6e81135019f3e3,
909,intermittent,2026-04-01,SKU-004,шт,732.5,409,403.2,0,932.2142857142857,329.29999999999995,454a662eecd8765ecb78addd979a5ec5b019d315bd4e84f14a6e81135019f3e3,
909,new_product,2025-07-01,SKU-001,шт,274.0,219,224.0,0,74.42857142857144,50.000000000000014,91b8ca35eea3f8590796fde0b0dddd0314f6e078686b19502325725afa1f7afe,
909,new_product,2025-07-01,SKU-002,шт,533.7142857142858,514,504.0,0,70.73469387755102,37.21469387755103,91b8ca35eea3f8590796fde0b0dddd0314f6e078686b19502325725afa1f7afe,
909,new_product,2025-07-01,SKU-003,шт,1271.0,1082,1120.0,0,207.85714285714292,151.00000000000006,91b8ca35eea3f8590796fde0b0dddd0314f6e078686b19502325725afa1f7afe,
909,new_product,2025-07-01,SKU-004,шт,2735.333333333334,2503,2520.0,0,360.04761904761926,225.80952380952408,91b8ca35eea3f8590796fde0b0dddd0314f6e078686b19502325725afa1f7afe,
909,new_product,2026-04-01,SKU-001,шт,242.66666666666666,228,224.0,0,68.0,19.73333333333332,4d293dc55a76b8d83f57e715cf1f6124a5ad5207a00b8d804f2d40bddfc5a6fc,
909,new_product,2026-04-01,SKU-002,шт,486.33333333333337,521,504.0,0,124.26190476190476,38.52380952380953,4d293dc55a76b8d83f57e715cf1f6124a5ad5207a00b8d804f2d40bddfc5a6fc,
909,new_product,2026-04-01,SKU-003,шт,1249.6666666666665,1139,1120.0,0,138.35714285714283,129.6666666666666,4d293dc55a76b8d83f57e715cf1f6124a5ad5207a00b8d804f2d40bddfc5a6fc,
909,new_product,2026-04-01,SKU-004,шт,2777.3809523809523,2554,2520.0,0,333.0748299319728,257.38095238095224,4d293dc55a76b8d83f57e715cf1f6124a5ad5207a00b8d804f2d40bddfc5a6fc,
909,full_stockout,2025-07-01,SKU-001,шт,243.99999999999997,227,224.0,0,64.42857142857143,20.68571428571427,4048a0306849005fd9905d9218c08be2789313c47e7bf481fd5cb795b7a7f677,
909,full_stockout,2025-07-01,SKU-002,шт,494.0,531,504.0,0,101.14285714285714,37.428571428571445,4048a0306849005fd9905d9218c08be2789313c47e7bf481fd5cb795b7a7f677,
909,full_stockout,2025-07-01,SKU-003,шт,1188.0,1113,1120.0,0,196.42857142857144,83.54285714285717,4048a0306849005fd9905d9218c08be2789313c47e7bf481fd5cb795b7a7f677,
909,full_stockout,2025-07-01,SKU-004,шт,2634.0,2417,2520.0,0,290.0,174.68571428571437,4048a0306849005fd9905d9218c08be2789313c47e7bf481fd5cb795b7a7f677,
909,full_stockout,2026-04-01,SKU-001,шт,222.0,223,224.0,0,59.14285714285714,16.285714285714292,a0ec047bce91a48c0f9721e6e63fa9006a7fd0ef1885ef604515b1ac7343b157,
909,full_stockout,2026-04-01,SKU-002,шт,514.0,502,504.0,0,111.42857142857143,34.571428571428584,a0ec047bce91a48c0f9721e6e63fa9006a7fd0ef1885ef604515b1ac7343b157,
909,full_stockout,2026-04-01,SKU-003,шт,1170.0,1135,1120.0,0,153.0,77.54285714285714,a0ec047bce91a48c0f9721e6e63fa9006a7fd0ef1885ef604515b1ac7343b157,
909,full_stockout,2026-04-01,SKU-004,шт,2532.0,2588,2520.0,0,318.2857142857143,178.2857142857144,a0ec047bce91a48c0f9721e6e63fa9006a7fd0ef1885ef604515b1ac7343b157,
909,partial_stockout,2025-07-01,SKU-001,шт,217.14285714285714,227,224.0,0,63.48979591836735,16.979591836734702,e36e44bdc717b7569bff993cfa10f74d0fc3a388501c373c61ba29fbc7fb6c13,
909,partial_stockout,2025-07-01,SKU-002,шт,494.85714285714283,531,504.0,0,100.9591836734694,37.30612244897961,e36e44bdc717b7569bff993cfa10f74d0fc3a388501c373c61ba29fbc7fb6c13,
909,partial_stockout,2025-07-01,SKU-003,шт,1061.7142857142856,1113,1120.0,0,175.3265306122449,88.97959183673476,e36e44bdc717b7569bff993cfa10f74d0fc3a388501c373c61ba29fbc7fb6c13,
909,partial_stockout,2025-07-01,SKU-004,шт,2544.0,2417,2520.0,0,255.8571428571429,176.57142857142867,e36e44bdc717b7569bff993cfa10f74d0fc3a388501c373c61ba29fbc7fb6c13,
909,partial_stockout,2026-04-01,SKU-001,шт,226.28571428571428,223,224.0,0,59.48979591836734,15.673469387755112,3ad821b11c0a6a081f0d1b4f3c3da160bd363677e4c8b6e395c74943d57bbd43,
909,partial_stockout,2026-04-01,SKU-002,шт,517.7142857142857,502,504.0,0,111.95918367346938,34.04081632653063,3ad821b11c0a6a081f0d1b4f3c3da160bd363677e4c8b6e395c74943d57bbd43,
909,partial_stockout,2026-04-01,SKU-003,шт,1067.4285714285716,1135,1120.0,0,154.75510204081633,87.51020408163268,3ad821b11c0a6a081f0d1b4f3c3da160bd363677e4c8b6e395c74943d57bbd43,
909,partial_stockout,2026-04-01,SKU-004,шт,2496.0,2588,2520.0,0,323.42857142857144,183.42857142857156,3ad821b11c0a6a081f0d1b4f3c3da160bd363677e4c8b6e395c74943d57bbd43,
909,single_project,2025-07-01,SKU-001,шт,236.0,227,224.0,104,63.85714285714286,16.02285714285715,5d5ec2a29629ee3f7a82ef2b5a7d1da1a46359b6e4e371cdd09768621fb0f4a4,
909,single_project,2025-07-01,SKU-002,шт,530.5,531,504.0,263,100.89285714285714,35.83714285714288,5d5ec2a29629ee3f7a82ef2b5a7d1da1a46359b6e4e371cdd09768621fb0f4a4,
909,single_project,2025-07-01,SKU-003,шт,1098.5,1113,1120.0,460,176.3928571428571,83.07142857142861,5d5ec2a29629ee3f7a82ef2b5a7d1da1a46359b6e4e371cdd09768621fb0f4a4,
909,single_project,2025-07-01,SKU-004,шт,2538.0,2417,2520.0,1032,254.1428571428571,177.42857142857156,5d5ec2a29629ee3f7a82ef2b5a7d1da1a46359b6e4e371cdd09768621fb0f4a4,
909,single_project,2026-04-01,SKU-001,шт,213.5,223,224.0,113,59.75,17.500000000000007,c5c3c7b1d071cefbec5a028dd10e0f07608ad14978a642d514939e060edc59a5,
909,single_project,2026-04-01,SKU-002,шт,515.0,502,504.0,262,111.57142857142857,34.428571428571445,c5c3c7b1d071cefbec5a028dd10e0f07608ad14978a642d514939e060edc59a5,
909,single_project,2026-04-01,SKU-003,шт,1106.0,1135,1120.0,441,153.0,82.00000000000003,c5c3c7b1d071cefbec5a028dd10e0f07608ad14978a642d514939e060edc59a5,
909,single_project,2026-04-01,SKU-004,шт,2512.5,2588,2520.0,1223,321.07142857142856,181.07142857142867,c5c3c7b1d071cefbec5a028dd10e0f07608ad14978a642d514939e060edc59a5,
909,split_project,2025-07-01,SKU-001,шт,236.0,227,224.0,104,63.85714285714286,16.02285714285715,1feed9b30758cc42fab2da20dfa7072c0a9835740e51aad2a6b456307642b881,
909,split_project,2025-07-01,SKU-002,шт,530.5,531,504.0,263,100.89285714285714,35.83714285714288,1feed9b30758cc42fab2da20dfa7072c0a9835740e51aad2a6b456307642b881,
909,split_project,2025-07-01,SKU-003,шт,1098.5,1113,1120.0,460,176.3928571428571,83.07142857142861,1feed9b30758cc42fab2da20dfa7072c0a9835740e51aad2a6b456307642b881,
909,split_project,2025-07-01,SKU-004,шт,2538.0,2417,2520.0,1032,254.1428571428571,177.42857142857156,1feed9b30758cc42fab2da20dfa7072c0a9835740e51aad2a6b456307642b881,
909,split_project,2026-04-01,SKU-001,шт,213.5,223,224.0,113,59.75,17.500000000000007,c9cd42200f07616cc0eb8735ce554531b02309dc735c803d685a9c46ac7f098d,
909,split_project,2026-04-01,SKU-002,шт,515.0,502,504.0,262,111.57142857142857,34.428571428571445,c9cd42200f07616cc0eb8735ce554531b02309dc735c803d685a9c46ac7f098d,
909,split_project,2026-04-01,SKU-003,шт,1106.0,1135,1120.0,441,153.0,82.00000000000003,c9cd42200f07616cc0eb8735ce554531b02309dc735c803d685a9c46ac7f098d,
909,split_project,2026-04-01,SKU-004,шт,2512.5,2588,2520.0,1223,321.07142857142856,181.07142857142867,c9cd42200f07616cc0eb8735ce554531b02309dc735c803d685a9c46ac7f098d,
909,recurring_client,2025-07-01,SKU-001,шт,524.0,510,512.0,0,486.2857142857143,504.2057142857143,13ceb9cfc982e5f7c0da88ef0062b087557670fbc1dd636efff2260af95f27cc,
909,recurring_client,2025-07-01,SKU-002,шт,1121.5,1148,1152.0,0,1059.0714285714287,1093.3914285714286,13ceb9cfc982e5f7c0da88ef0062b087557670fbc1dd636efff2260af95f27cc,
909,recurring_client,2025-07-01,SKU-003,шт,2550.5,2578,2560.0,0,2471.785714285714,2471.385714285714,13ceb9cfc982e5f7c0da88ef0062b087557670fbc1dd636efff2260af95f27cc,
909,recurring_client,2025-07-01,SKU-004,шт,5809.0,5873,5760.0,0,5628.285714285714,5610.885714285714,13ceb9cfc982e5f7c0da88ef0062b087557670fbc1dd636efff2260af95f27cc,
909,recurring_client,2026-04-01,SKU-001,шт,520.5,549,512.0,0,540.7857142857142,501.7057142857143,b4324352c2e38458d387d78f1389aedbfa0fadbc2b62d4bb343b373d7b07eca4,
909,recurring_client,2026-04-01,SKU-002,шт,1094.5,1115,1152.0,0,1000.7857142857142,1074.1057142857142,b4324352c2e38458d387d78f1389aedbfa0fadbc2b62d4bb343b373d7b07eca4,
909,recurring_client,2026-04-01,SKU-003,шт,2515.0,2572,2560.0,0,2490.4285714285716,2446.0285714285715,b4324352c2e38458d387d78f1389aedbfa0fadbc2b62d4bb343b373d7b07eca4,
909,recurring_client,2026-04-01,SKU-004,шт,5789.0,5844,5760.0,0,5663.0,5596.6,b4324352c2e38458d387d78f1389aedbfa0fadbc2b62d4bb343b373d7b07eca4,
909,known_promotion,2025-07-01,SKU-001,шт,265.8,275,268.8,0,64.85,19.628571428571437,5f1a9c4550a99c8306503af2a3323f802fe034d42de1b2bb5a7b19fa377adadb,
909,known_promotion,2025-07-01,SKU-002,шт,608.9333333333334,627,604.8000000000001,0,118.5015873015873,42.60952380952382,5f1a9c4550a99c8306503af2a3323f802fe034d42de1b2bb5a7b19fa377adadb,
909,known_promotion,2025-07-01,SKU-003,шт,1321.8,1343,1344.0,0,246.85,99.1714285714286,5f1a9c4550a99c8306503af2a3323f802fe034d42de1b2bb5a7b19fa377adadb,
909,known_promotion,2025-07-01,SKU-004,шт,2970.2666666666664,3007,3024.0,0,253.80158730158732,223.67619047619064,5f1a9c4550a99c8306503af2a3323f802fe034d42de1b2bb5a7b19fa377adadb,
909,known_promotion,2026-04-01,SKU-001,шт,260.6666666666667,264,268.8,0,69.7936507936508,20.361904761904768,b67b6de06b0e78b628275cc6d844a755dc4b4ae828ac85340a0993bcc812d27f,
909,known_promotion,2026-04-01,SKU-002,шт,597.2,597,604.8000000000001,0,133.68571428571428,44.28571428571429,b67b6de06b0e78b628275cc6d844a755dc4b4ae828ac85340a0993bcc812d27f,
909,known_promotion,2026-04-01,SKU-003,шт,1324.4666666666665,1369,1344.0,0,203.32539682539684,98.79047619047626,b67b6de06b0e78b628275cc6d844a755dc4b4ae828ac85340a0993bcc812d27f,
909,known_promotion,2026-04-01,SKU-004,шт,3004.866666666667,3040,3024.0,0,326.78333333333336,218.73333333333346,b67b6de06b0e78b628275cc6d844a755dc4b4ae828ac85340a0993bcc812d27f,
909,demand_shock,2025-07-01,SKU-001,шт,223.5,523,504.0,0,341.17857142857144,288.2857142857143,bcd15b1cff4ef82ccbdb6e78ecd62f2cbc5a4f8feae50f5ed55fbbdc3cc6cd06,
909,demand_shock,2025-07-01,SKU-002,шт,519.5,1112,1134.0,0,649.3571428571429,639.1971428571428,bcd15b1cff4ef82ccbdb6e78ecd62f2cbc5a4f8feae50f5ed55fbbdc3cc6cd06,
909,demand_shock,2025-07-01,SKU-003,шт,1160.5,2569,2520.0,0,1497.642857142857,1417.8428571428572,bcd15b1cff4ef82ccbdb6e78ecd62f2cbc5a4f8feae50f5ed55fbbdc3cc6cd06,
909,demand_shock,2025-07-01,SKU-004,шт,2512.5,5613,5670.0,0,3215.285714285714,3244.2857142857147,bcd15b1cff4ef82ccbdb6e78ecd62f2cbc5a4f8feae50f5ed55fbbdc3cc6cd06,
909,demand_shock,2026-04-01,SKU-001,шт,219.0,489,504.0,0,305.14285714285717,290.8571428571429,a8a4a7adfe19586a152cc16e8bfb1c6117ea2f152683103764433e20a7658d79,
909,demand_shock,2026-04-01,SKU-002,шт,533.5,1152,1134.0,0,703.5714285714286,633.8114285714286,a8a4a7adfe19586a152cc16e8bfb1c6117ea2f152683103764433e20a7658d79,
909,demand_shock,2026-04-01,SKU-003,шт,1139.0,2561,2520.0,0,1482.7857142857142,1429.142857142857,a8a4a7adfe19586a152cc16e8bfb1c6117ea2f152683103764433e20a7658d79,
909,demand_shock,2026-04-01,SKU-004,шт,2502.5,5555,5670.0,0,3189.75,3250.0000000000005,a8a4a7adfe19586a152cc16e8bfb1c6117ea2f152683103764433e20a7658d79,
909,combined,2025-07-01,SKU-001,шт,416.76190476190476,1032,1007.0826011253745,104,658.8888888888889,596.3060896999052,e4c9b99064189ad00582e7a692693c7e7caafc3b1cc1ea5b903581f53ab5166d,
909,combined,2025-07-01,SKU-002,шт,1425.2190476190476,3460,3423.7545896672273,263,2098.9532879818594,2050.617107223935,e4c9b99064189ad00582e7a692693c7e7caafc3b1cc1ea5b903581f53ab5166d,
909,combined,2025-07-01,SKU-003,шт,3165.2571428571428,6321,6366.594395124662,460,3779.457142857143,3749.106925495207,e4c9b99064189ad00582e7a692693c7e7caafc3b1cc1ea5b903581f53ab5166d,
909,combined,2025-07-01,SKU-004,шт,4547.504761904761,7890,7856.290029390295,1032,4396.082539682539,4439.515619400804,e4c9b99064189ad00582e7a692693c7e7caafc3b1cc1ea5b903581f53ab5166d,
909,combined,2026-04-01,SKU-001,шт,526.9333333333334,887,872.9878869034376,113,505.8126984126984,500.7015884692398,179282003e94b137c42ecef8388342d6bb53ae0212382ce97bb18388b8eb29a3,
909,combined,2026-04-01,SKU-002,шт,1531.5809523809526,3446,3397.851071135384,262,2056.0743764172335,1997.4504411672528,179282003e94b137c42ecef8388342d6bb53ae0212382ce97bb18388b8eb29a3,
909,combined,2026-04-01,SKU-003,шт,3009.828571428571,7630,7586.806502375469,441,4693.953741496599,4631.924691013647,179282003e94b137c42ecef8388342d6bb53ae0212382ce97bb18388b8eb29a3,
909,combined,2026-04-01,SKU-004,шт,4395.428571428572,7705,7734.452400449215,1223,4276.428571428572,4334.5010502834475,179282003e94b137c42ecef8388342d6bb53ae0212382ce97bb18388b8eb29a3,
1337,stable,2025-07-01,SKU-001,шт,235.50000000000003,216,224.0,0,64.82142857142857,15.80857142857144,74a97dc23abaab84e2350c0625b7aca02e92c892ab75825dbf27480db8ec727a,
1337,stable,2025-07-01,SKU-002,шт,485.5,494,504.0,0,107.96428571428571,38.64285714285715,74a97dc23abaab84e2350c0625b7aca02e92c892ab75825dbf27480db8ec727a,
1337,stable,2025-07-01,SKU-003,шт,1102.0,1058,1120.0,0,138.1428571428571,82.57142857142861,74a97dc23abaab84e2350c0625b7aca02e92c892ab75825dbf27480db8ec727a,
1337,stable,2025-07-01,SKU-004,шт,2559.0,2486,2520.0,0,255.1428571428571,174.42857142857156,74a97dc23abaab84e2350c0625b7aca02e92c892ab75825dbf27480db8ec727a,
1337,stable,2026-04-01,SKU-001,шт,232.5,210,224.0,0,52.85714285714286,15.29428571428572,7e17a226380ecb128a8591c0a326fd7f2b3e90c253b7fd424bc8556349f35f24,
1337,stable,2026-04-01,SKU-002,шт,468.0,536,504.0,0,128.28571428571428,44.43428571428571,7e17a226380ecb128a8591c0a326fd7f2b3e90c253b7fd424bc8556349f35f24,
1337,stable,2026-04-01,SKU-003,шт,1124.5,1103,1120.0,0,115.64285714285714,79.35714285714289,7e17a226380ecb128a8591c0a326fd7f2b3e90c253b7fd424bc8556349f35f24,
1337,stable,2026-04-01,SKU-004,шт,2520.5,2462,2520.0,0,302.10714285714283,179.92857142857156,7e17a226380ecb128a8591c0a326fd7f2b3e90c253b7fd424bc8556349f35f24,
1337,seasonal_growth,2025-07-01,SKU-001,шт,256.5,321,341.3142656103794,0,101.71428571428571,84.81426561037937,f82a3128397106caf7cf45712ff5a2c2dc45e999931ea863c3352677a90bc1b9,
1337,seasonal_growth,2025-07-01,SKU-002,шт,985.0,1203,1156.9580476966187,0,227.4285714285714,171.95804769661862,f82a3128397106caf7cf45712ff5a2c2dc45e999931ea863c3352677a90bc1b9,
1337,seasonal_growth,2025-07-01,SKU-003,шт,1541.5,1166,1226.7566031567808,0,389.3928571428572,314.7433968432192,f82a3128397106caf7cf45712ff5a2c2dc45e999931ea863c3352677a90bc1b9,
1337,seasonal_growth,2025-07-01,SKU-004,шт,4337.5,3440,3398.5005854594187,0,927.8571428571427,938.9994145405809,f82a3128397106caf7cf45712ff5a2c2dc45e999931ea863c3352677a90bc1b9,
1337,seasonal_growth,2026-04-01,SKU-001,шт,370.5,457,474.9340056137183,0,102.67857142857142,104.43400561371827,6c0cc06779e4e63487a5b8d4607e725244e1f4b04c680003ce464ffcaf1b86c1,
1337,seasonal_growth,2026-04-01,SKU-002,шт,789.5,1057,1025.2441659644837,0,282.6785714285714,235.7441659644836,6c0cc06779e4e63487a5b8d4607e725244e1f4b04c680003ce464ffcaf1b86c1,
1337,seasonal_growth,2026-04-01,SKU-003,шт,1965.0,2497,2451.2299377413065,0,544.7142857142857,486.22993774130634,6c0cc06779e4e63487a5b8d4607e725244e1f4b04c680003ce464ffcaf1b86c1,
1337,seasonal_growth,2026-04-01,SKU-004,шт,5595.5,5547,5516.943282805867,0,489.32142857142856,387.94777926513115,6c0cc06779e4e63487a5b8d4607e725244e1f4b04c680003ce464ffcaf1b86c1,
1337,intermittent,2025-07-01,SKU-001,шт,10.5,88,35.84,0,94.75,25.34,63e2ccc33d71a65a2420f6bbedded8e2ab42f42b029bf56368fcfbe761d80474,
1337,intermittent,2025-07-01,SKU-002,шт,49.5,89,80.64,0,127.89285714285714,31.14,63e2ccc33d71a65a2420f6bbedded8e2ab42f42b029bf56368fcfbe761d80474,
1337,intermittent,2025-07-01,SKU-003,шт,52.0,523,179.20000000000002,0,563.8571428571429,127.19999999999999,63e2ccc33d71a65a2420f6bbedded8e2ab42f42b029bf56368fcfbe761d80474,
1337,intermittent,2025-07-01,SKU-004,шт,648.5,113,403.2,0,715.1785714285714,245.29999999999995,63e2ccc33d71a65a2420f6bbedded8e2ab42f42b029bf56368fcfbe761d80474,
1337,intermittent,2026-04-01,SKU-001,шт,123.00000000000001,0,35.84,0,123.00000000000001,87.16,ae544370cf47c654f27a1295e5081e8d2470bc4d4fed4dec92fa89c4fd4d0fdd,
1337,intermittent,2026-04-01,SKU-002,шт,0.0,10,80.64,0,10.0,80.64,ae544370cf47c654f27a1295e5081e8d2470bc4d4fed4dec92fa89c4fd4d0fdd,
1337,intermittent,2026-04-01,SKU-003,шт,372.0,68,179.20000000000002,0,386.8571428571429,192.8,ae544370cf47c654f27a1295e5081e8d2470bc4d4fed4dec92fa89c4fd4d0fdd,
1337,intermittent,2026-04-01,SKU-004,шт,36.5,514,403.2,0,542.6785714285714,366.7,ae544370cf47c654f27a1295e5081e8d2470bc4d4fed4dec92fa89c4fd4d0fdd,
1337,new_product,2025-07-01,SKU-001,шт,255.33333333333331,205,224.0,0,78.66666666666666,31.333333333333314,229427cae49bf13d5ae2c72254648bea02d9dfc685ebe991adc0ca7ba4da1c5f,
1337,new_product,2025-07-01,SKU-002,шт,548.4761904761905,523,504.0,0,108.17687074829932,46.16870748299321,229427cae49bf13d5ae2c72254648bea02d9dfc685ebe991adc0ca7ba4da1c5f,
1337,new_product,2025-07-01,SKU-003,шт,1264.6666666666665,1101,1120.0,0,209.99999999999994,144.66666666666657,229427cae49bf13d5ae2c72254648bea02d9dfc685ebe991adc0ca7ba4da1c5f,
1337,new_product,2025-07-01,SKU-004,шт,2731.0952380952376,2543,2520.0,0,316.39115646258495,222.7823129251699,229427cae49bf13d5ae2c72254648bea02d9dfc685ebe991adc0ca7ba4da1c5f,
1337,new_product,2026-04-01,SKU-001,шт,245.0,254,224.0,0,62.0,21.4,0dbcd1f672fe939381ef911b130531b38ed34f964ca7466569c06e95a576f773,
1337,new_product,2026-04-01,SKU-002,шт,533.7142857142858,522,504.0,0,120.12244897959184,37.21469387755103,0dbcd1f672fe939381ef911b130531b38ed34f964ca7466569c06e95a576f773,
1337,new_product,2026-04-01,SKU-003,шт,1226.3333333333335,1126,1120.0,0,161.1666666666667,107.95238095238099,0dbcd1f672fe939381ef911b130531b38ed34f964ca7466569c06e95a576f773,
1337,new_product,2026-04-01,SKU-004,шт,2746.142857142857,2439,2520.0,0,358.3775510204081,233.5306122448979,0dbcd1f672fe939381ef911b130531b38ed34f964ca7466569c06e95a576f773,
1337,full_stockout,2025-07-01,SKU-001,шт,238.0,216,224.0,0,65.0,16.880000000000003,7ca982c5387b62bae69f056890e49e9ecd73a615dfe37872a0fe9d384b66fa00,
1337,full_stockout,2025-07-01,SKU-002,шт,458.0,494,504.0,0,116.42857142857142,51.57714285714286,7ca982c5387b62bae69f056890e49e9ecd73a615dfe37872a0fe9d384b66fa00,
1337,full_stockout,2025-07-01,SKU-003,шт,1118.0,1058,1120.0,0,141.57142857142858,80.2857142857143,7ca982c5387b62bae69f056890e49e9ecd73a615dfe37872a0fe9d384b66fa00,
1337,full_stockout,2025-07-01,SKU-004,шт,2554.0,2486,2520.0,0,253.71428571428567,175.14285714285728,7ca982c5387b62bae69f056890e49e9ecd73a615dfe37872a0fe9d384b66fa00,
1337,full_stockout,2026-04-01,SKU-001,шт,202.0,210,224.0,0,48.0,24.03428571428572,184ada8c5c8e7cf7262977a8eb217bff45229bef07e3d7aa45862b7c4bb4f39d,
1337,full_stockout,2026-04-01,SKU-002,шт,470.0,536,504.0,0,127.71428571428572,43.37142857142858,184ada8c5c8e7cf7262977a8eb217bff45229bef07e3d7aa45862b7c4bb4f39d,
1337,full_stockout,2026-04-01,SKU-003,шт,1164.0,1103,1120.0,0,122.42857142857142,76.68571428571428,184ada8c5c8e7cf7262977a8eb217bff45229bef07e3d7aa45862b7c4bb4f39d,
1337,full_stockout,2026-04-01,SKU-004,шт,2650.0,2462,2520.0,0,338.4285714285714,178.11428571428576,184ada8c5c8e7cf7262977a8eb217bff45229bef07e3d7aa45862b7c4bb4f39d,
1337,partial_stockout,2025-07-01,SKU-001,шт,236.57142857142856,216,224.0,0,64.89795918367346,16.26775510204081,feff70893ac773a5d63b7f4f8192089d5408ef5e7e97d42e437830d5f4579ea7,
1337,partial_stockout,2025-07-01,SKU-002,шт,505.14285714285717,494,504.0,0,104.0,35.83673469387756,feff70893ac773a5d63b7f4f8192089d5408ef5e7e97d42e437830d5f4579ea7,
1337,partial_stockout,2025-07-01,SKU-003,шт,1108.5714285714287,1058,1120.0,0,139.55102040816325,81.63265306122452,feff70893ac773a5d63b7f4f8192089d5408ef5e7e97d42e437830d5f4579ea7,
